'[9:15]',3
'[16:22]',32
'[23:29]',24
'[30:36]',9
'[37:43]',14
'[44:50]',21
'[51:57]',2
'[58:64]',0
'[65:71]',0
'[72:78]',11
'[79:85]',4
'[86:92]',0
'[93:99]',0
'[100:106]',0
'[107:113]',3
'[114:120]',2
'[121:127]',0
'[128:134]',0
'[135:141]',0
'[141:147]',0
'[148:154]',1
