'[39:81]',7
'[82:124]',27988
'[125:167]',39071
'[168:210]',20964
'[211:253]',12429
'[254:296]',14409
'[296:338]',7274
'[339:381]',4860
'[382:424]',3876
'[425:467]',3175
'[468:510]',3392
'[511:553]',2016
'[554:596]',1043
'[597:639]',716
'[640:682]',518
'[683:725]',414
'[726:768]',225
'[769:811]',73
'[812:854]',35
'[855:897]',16
'[898:940]',5
